run,dataset,metric,step,pointmap_loss
dtok16,nuScenes,single,36530,0.509127
dtok16,nuScenes,single,37092,0.538651
dtok16,nuScenes,single,37654,0.504284
dtok16,nuScenes,single,38216,0.557942
dtok16,nuScenes,single,38778,0.511336
dtok16,nuScenes,single,39340,0.524121
dtok16,nuScenes,single,39902,0.495855
dtok16,nuScenes,single,40464,0.497738
dtok16,nuScenes,single,41026,0.514211
dtok16,nuScenes,single,41588,0.495043
dtok16,nuScenes,single,42150,0.520858
dtok16,nuScenes,single,42712,0.504700
dtok16,nuScenes,single,43274,0.527077
dtok16,nuScenes,single,43836,0.539196
dtok16,nuScenes,single,44398,0.522003
dtok16,nuScenes,single,44960,0.522014
dtok16,nuScenes,single,45522,0.498945
dtok16,nuScenes,single,46084,0.522452
dtok16,nuScenes,single,46646,0.491235
dtok16,nuScenes,single,47208,0.511834
dtok16,nuScenes,single,47770,0.493098
dtok16,nuScenes,single,48332,0.499263
dtok16,nuScenes,single,48894,0.483963
dtok16,nuScenes,single,49456,0.490554
dtok16,nuScenes,single,50018,0.497866
dtok16,nuScenes,single,50580,0.492468
dtok16,nuScenes,single,51142,0.486758
dtok16,nuScenes,single,51704,0.481140
dtok16,nuScenes,single,52266,0.494632
dtok16,nuScenes,single,52828,0.481854
dtok16,nuScenes,single,53390,0.491319
dtok16,nuScenes,single,53952,0.482999
dtok16,nuScenes,single,54514,0.498917
dtok16,nuScenes,single,55076,0.480562
dtok16,nuScenes,single,55638,0.490987
dtok16,nuScenes,single,56200,0.463315
dtok16,nuScenes,single,56762,0.453163
dtok16,nuScenes,AR,562,9.427555
dtok16,nuScenes,AR,1124,8.233892
dtok16,nuScenes,AR,1686,8.849442
dtok16,nuScenes,AR,2248,7.683089
dtok16,nuScenes,AR,2810,4.451348
dtok16,nuScenes,AR,3372,4.031476
dtok16,nuScenes,AR,3934,2.714704
dtok16,nuScenes,AR,4496,2.443197
dtok16,nuScenes,AR,5058,2.073743
dtok16,nuScenes,AR,5620,1.538388
dtok16,nuScenes,AR,6182,1.482170
dtok16,nuScenes,AR,6744,1.342334
dtok16,nuScenes,AR,7306,1.332675
dtok16,nuScenes,AR,7868,1.081846
dtok16,nuScenes,AR,8430,1.128344
dtok16,nuScenes,AR,8992,1.025080
dtok16,nuScenes,AR,9554,1.030315
dtok16,nuScenes,AR,10116,0.924083
dtok16,nuScenes,AR,10678,0.800736
dtok16,nuScenes,AR,11240,0.818961
dtok16,nuScenes,AR,11802,0.840814
dtok16,nuScenes,AR,12364,0.835244
dtok16,nuScenes,AR,12926,0.814976
dtok16,nuScenes,AR,13488,0.738345
dtok16,nuScenes,AR,14050,0.788201
dtok16,nuScenes,AR,14612,0.722009
dtok16,nuScenes,AR,15174,0.719484
dtok16,nuScenes,AR,15736,0.713754
dtok16,nuScenes,AR,16298,0.688303
dtok16,nuScenes,AR,16860,0.681945
dtok16,nuScenes,AR,17422,0.725721
dtok16,nuScenes,AR,17984,0.666529
dtok16,nuScenes,AR,18546,0.654367
dtok16,nuScenes,AR,19108,0.696438
dtok16,nuScenes,AR,19670,0.705251
dtok16,nuScenes,AR,20232,0.679514
dtok16,nuScenes,AR,20794,0.660293
dtok16,nuScenes,AR,21356,0.643264
dtok16,nuScenes,AR,21918,0.670203
dtok16,nuScenes,AR,22480,0.640566
dtok16,nuScenes,AR,23042,0.643925
dtok16,nuScenes,AR,23604,0.666359
dtok16,nuScenes,AR,24166,0.637897
dtok16,nuScenes,AR,24728,0.621074
dtok16,nuScenes,AR,25290,0.644220
dtok16,nuScenes,AR,25852,0.592205
dtok16,nuScenes,AR,26414,0.663481
dtok16,nuScenes,AR,26976,0.656507
dtok16,nuScenes,AR,27538,0.575150
dtok16,nuScenes,AR,28100,0.598946
dtok16,nuScenes,AR,28662,0.644011
dtok16,nuScenes,AR,29224,0.678516
dtok16,nuScenes,AR,29786,0.595368
dtok16,nuScenes,AR,30348,0.569250
dtok16,nuScenes,AR,30910,0.670786
dtok16,nuScenes,AR,31472,0.588598
dtok16,nuScenes,AR,32034,0.591440
dtok16,nuScenes,AR,32596,0.561164
dtok16,nuScenes,AR,33158,0.541271
dtok16,nuScenes,AR,33720,0.548489
dtok16,nuScenes,AR,34282,0.557719
dtok16,nuScenes,AR,34844,0.584790
dtok16,nuScenes,AR,35406,0.640229
dtok16,nuScenes,AR,35968,0.582512
dtok16,nuScenes,AR,36530,0.530221
dtok16,nuScenes,AR,37092,0.569793
dtok16,nuScenes,AR,37654,0.530434
dtok16,nuScenes,AR,38216,0.599659
dtok16,nuScenes,AR,38778,0.546975
dtok16,nuScenes,AR,39340,0.566313
dtok16,nuScenes,AR,39902,0.524095
dtok16,nuScenes,AR,40464,0.544255
dtok16,nuScenes,AR,41026,0.543413
dtok16,nuScenes,AR,41588,0.528142
dtok16,nuScenes,AR,42150,0.557620
dtok16,nuScenes,AR,42712,0.543396
dtok16,nuScenes,AR,43274,0.563797
dtok16,nuScenes,AR,43836,0.602600
dtok16,nuScenes,AR,44398,0.559894
dtok16,nuScenes,AR,44960,0.548775
dtok16,nuScenes,AR,45522,0.523809
dtok16,nuScenes,AR,46084,0.546371
dtok16,nuScenes,AR,46646,0.509752
dtok16,nuScenes,AR,47208,0.557454
dtok16,nuScenes,AR,47770,0.514298
dtok16,nuScenes,AR,48332,0.535681
dtok16,nuScenes,AR,48894,0.517674
dtok16,nuScenes,AR,49456,0.517843
dtok16,nuScenes,AR,50018,0.524409
dtok16,nuScenes,AR,50580,0.533853
dtok16,nuScenes,AR,51142,0.520380
dtok16,nuScenes,AR,51704,0.522693
dtok16,nuScenes,AR,52266,0.517435
dtok16,nuScenes,AR,52828,0.505790
dtok16,nuScenes,AR,53390,0.510870
dtok16,nuScenes,AR,53952,0.505284
dtok16,nuScenes,AR,54514,0.538299
dtok16,nuScenes,AR,55076,0.513440
dtok16,nuScenes,AR,55638,0.507004
dtok16,nuScenes,AR,56200,0.494315
dtok16,nuScenes,AR,56762,0.477731
dtok8,KITTI,single,562,10.702402
dtok8,KITTI,single,1124,23.536190
dtok8,KITTI,single,1686,12.997207
dtok8,KITTI,single,2248,20.897696
dtok8,KITTI,single,2810,25.240776
dtok8,KITTI,single,3372,20.201271
dtok8,KITTI,single,3934,15.059101
dtok8,KITTI,single,4496,6.872852
dtok8,KITTI,single,5058,4.320959
dtok8,KITTI,single,5620,2.869573
dtok8,KITTI,single,6182,2.360707
dtok8,KITTI,single,6744,2.322455
dtok8,KITTI,single,7306,1.861818
dtok8,KITTI,single,7868,1.714898
dtok8,KITTI,single,8430,1.978311
dtok8,KITTI,single,8992,1.597095
dtok8,KITTI,single,9554,1.416767
dtok8,KITTI,single,10116,1.369179
dtok8,KITTI,single,10678,1.264465
dtok8,KITTI,single,11240,1.470635
dtok8,KITTI,single,11802,1.338676
dtok8,KITTI,single,12364,1.242208
dtok8,KITTI,single,12926,1.213202
dtok8,KITTI,single,13488,1.176460
dtok8,KITTI,single,14050,1.186300
dtok8,KITTI,single,14612,1.093073
dtok8,KITTI,single,15174,1.191832
dtok8,KITTI,single,15736,1.048706
dtok8,KITTI,single,16298,0.934131
dtok8,KITTI,single,16860,0.957193
dtok8,KITTI,single,17422,0.951827
dtok8,KITTI,single,17984,0.936054
dtok8,KITTI,single,18546,0.964629
dtok8,KITTI,single,19108,1.035217
dtok8,KITTI,single,19670,0.867948
dtok8,KITTI,single,20232,0.918098
dtok8,KITTI,single,20794,0.948974
dtok8,KITTI,single,21356,0.956750
dtok8,KITTI,single,21918,0.816902
dtok8,KITTI,single,22480,0.885102
dtok8,KITTI,single,23042,0.844017
dtok8,KITTI,single,23604,0.850121
dtok8,KITTI,single,24166,0.811616
dtok8,KITTI,single,24728,0.809359
dtok8,KITTI,single,25290,0.835011
dtok8,KITTI,single,25852,0.869232
dtok8,KITTI,single,26414,0.889502
dtok8,KITTI,single,26976,0.849357
dtok8,KITTI,single,27538,0.839509
dtok8,KITTI,single,28100,0.786425
dtok8,KITTI,single,28662,0.899455
dtok8,KITTI,single,29224,0.817877
dtok8,KITTI,single,29786,0.815699
dtok8,KITTI,single,30348,0.842308
dtok8,KITTI,single,30910,0.805884
dtok8,KITTI,single,31472,0.829953
dtok8,KITTI,single,32034,0.796113
dtok8,KITTI,single,32596,0.853690
dtok8,KITTI,single,33158,0.839157
dtok8,KITTI,single,33720,0.848466
dtok8,KITTI,single,34282,0.789102
dtok8,KITTI,single,34844,0.799004
dtok8,KITTI,single,35406,0.730989
dtok8,KITTI,single,35968,0.822057
dtok8,KITTI,single,36530,0.807395
dtok8,KITTI,single,37092,0.781564
dtok8,KITTI,single,37654,0.787526
dtok8,KITTI,single,38216,0.777969
dtok8,KITTI,single,38778,0.756320
dtok8,KITTI,single,39340,0.756779
dtok8,KITTI,single,39902,0.744783
dtok8,KITTI,single,40464,0.745855
dtok8,KITTI,single,41026,0.776655
dtok8,KITTI,single,41588,0.763768
dtok8,KITTI,single,42150,0.735797
dtok8,KITTI,single,42712,0.742158
dtok8,KITTI,single,43274,0.746499
dtok8,KITTI,single,43836,0.701748
dtok8,KITTI,single,44398,0.780083
dtok8,KITTI,single,44960,0.765591
dtok8,KITTI,single,45522,0.759209
dtok8,KITTI,single,46084,0.727418
dtok8,KITTI,single,46646,0.789206
dtok8,KITTI,single,47208,0.723485
dtok8,KITTI,single,47770,0.719339
dtok8,KITTI,single,48332,0.708690
dtok8,KITTI,single,48894,0.738947
dtok8,KITTI,single,49456,0.776392
dtok8,KITTI,single,50018,0.706014
dtok8,KITTI,single,50580,0.805944
dtok8,KITTI,single,51142,0.759192
dtok8,KITTI,single,51704,0.741446
dtok8,KITTI,single,52266,0.705940
dtok8,KITTI,single,52828,0.791875
dtok8,KITTI,single,53390,0.703595
dtok8,KITTI,single,53952,0.695538
dtok8,KITTI,single,54514,0.720081
dtok8,KITTI,single,55076,0.732520
dtok8,KITTI,single,55638,0.760894
dtok8,KITTI,single,56200,0.729361
dtok8,KITTI,single,56762,0.736391
dtok8,KITTI,AR,562,31.642616
dtok8,KITTI,AR,1124,32.602940
dtok8,KITTI,AR,1686,32.243713
dtok8,KITTI,AR,2248,33.511295
dtok8,KITTI,AR,2810,35.579636
dtok8,KITTI,AR,3372,34.494053
dtok8,KITTI,AR,3934,25.193199
dtok8,KITTI,AR,4496,10.808552
dtok8,KITTI,AR,5058,5.008288
dtok8,KITTI,AR,5620,3.423914
dtok8,KITTI,AR,6182,2.866832
dtok8,KITTI,AR,6744,2.792089
dtok8,KITTI,AR,7306,2.352695
dtok8,KITTI,AR,7868,2.106510
dtok8,KITTI,AR,8430,2.348846
dtok8,KITTI,AR,8992,2.203934
dtok8,KITTI,AR,9554,1.795170
dtok8,KITTI,AR,10116,1.748079
dtok8,KITTI,AR,10678,1.549209
dtok8,KITTI,AR,11240,1.742748
dtok8,KITTI,AR,11802,1.524373
dtok8,KITTI,AR,12364,1.411188
dtok8,KITTI,AR,12926,1.415286
dtok8,KITTI,AR,13488,1.340026
dtok8,KITTI,AR,14050,1.349706
dtok8,KITTI,AR,14612,1.254574
dtok8,KITTI,AR,15174,1.448600
dtok8,KITTI,AR,15736,1.220556
dtok8,KITTI,AR,16298,1.085323
dtok8,KITTI,AR,16860,1.122077
dtok8,KITTI,AR,17422,1.092894
dtok8,KITTI,AR,17984,1.120694
dtok8,KITTI,AR,18546,1.145480
dtok8,KITTI,AR,19108,1.223075
dtok8,KITTI,AR,19670,0.966991
dtok8,KITTI,AR,20232,1.055250
dtok8,KITTI,AR,20794,1.067372
dtok8,KITTI,AR,21356,1.128281
dtok8,KITTI,AR,21918,0.883940
dtok8,KITTI,AR,22480,0.988799
dtok8,KITTI,AR,23042,0.930889
dtok8,KITTI,AR,23604,0.947745
dtok8,KITTI,AR,24166,0.891953
dtok8,KITTI,AR,24728,0.881414
dtok8,KITTI,AR,25290,0.937981
dtok8,KITTI,AR,25852,0.962456
dtok8,KITTI,AR,26414,1.032576
dtok8,KITTI,AR,26976,0.927416
dtok8,KITTI,AR,27538,0.907603
dtok8,KITTI,AR,28100,0.840859
dtok8,KITTI,AR,28662,1.003854
dtok8,KITTI,AR,29224,0.927630
dtok8,KITTI,AR,29786,0.902367
dtok8,KITTI,AR,30348,0.956256
dtok8,KITTI,AR,30910,0.866024
dtok8,KITTI,AR,31472,0.933895
dtok8,KITTI,AR,32034,0.865697
dtok8,KITTI,AR,32596,0.944510
dtok8,KITTI,AR,33158,0.915121
dtok8,KITTI,AR,33720,0.969818
dtok8,KITTI,AR,34282,0.856992
dtok8,KITTI,AR,34844,0.865378
dtok8,KITTI,AR,35406,0.785126
dtok8,KITTI,AR,35968,0.894372
dtok8,KITTI,AR,36530,0.893454
dtok8,KITTI,AR,37092,0.861627
dtok8,KITTI,AR,37654,0.856897
dtok8,KITTI,AR,38216,0.871560
dtok8,KITTI,AR,38778,0.832390
dtok8,KITTI,AR,39340,0.834456
dtok8,KITTI,AR,39902,0.799337
dtok8,KITTI,AR,40464,0.812087
dtok8,KITTI,AR,41026,0.855302
dtok8,KITTI,AR,41588,0.804331
dtok8,KITTI,AR,42150,0.829700
dtok8,KITTI,AR,42712,0.817943
dtok8,KITTI,AR,43274,0.805378
dtok8,KITTI,AR,43836,0.764445
dtok8,KITTI,AR,44398,0.851435
dtok8,KITTI,AR,44960,0.836900
dtok8,KITTI,AR,45522,0.814004
dtok8,KITTI,AR,46084,0.793629
dtok8,KITTI,AR,46646,0.835889
dtok8,KITTI,AR,47208,0.778288
dtok8,KITTI,AR,47770,0.797902
dtok8,KITTI,AR,48332,0.786333
dtok8,KITTI,AR,48894,0.790272
dtok8,KITTI,AR,49456,0.825086
dtok8,KITTI,AR,50018,0.756304
dtok8,KITTI,AR,50580,0.895130
dtok8,KITTI,AR,51142,0.810408
dtok8,KITTI,AR,51704,0.800247
dtok8,KITTI,AR,52266,0.739791
dtok8,KITTI,AR,52828,0.840888
dtok8,KITTI,AR,53390,0.749655
dtok8,KITTI,AR,53952,0.761913
dtok8,KITTI,AR,54514,0.776034
dtok8,KITTI,AR,55076,0.781653
dtok8,KITTI,AR,55638,0.825797
dtok8,KITTI,AR,56200,0.772314
dtok8,KITTI,AR,56762,0.794375
dtok8,nuScenes,single,562,4.141666
dtok8,nuScenes,single,1124,5.214484
dtok8,nuScenes,single,1686,4.518497
dtok8,nuScenes,single,2248,4.530441
dtok8,nuScenes,single,2810,4.800970
dtok8,nuScenes,single,3372,4.642750
dtok8,nuScenes,single,3934,3.744455
dtok8,nuScenes,single,4496,3.276703
dtok8,nuScenes,single,5058,2.637929
dtok8,nuScenes,single,5620,2.227325
dtok8,nuScenes,single,6182,2.209547
dtok8,nuScenes,single,6744,1.834261
dtok8,nuScenes,single,7306,1.811952
dtok8,nuScenes,single,7868,1.567534
dtok8,nuScenes,single,8430,1.726509
dtok8,nuScenes,single,8992,1.650261
dtok8,nuScenes,single,9554,1.319301
dtok8,nuScenes,single,10116,1.345688
dtok8,nuScenes,single,10678,1.279889
dtok8,nuScenes,single,11240,1.289011
dtok8,nuScenes,single,11802,1.145655
dtok8,nuScenes,single,12364,0.998096
dtok8,nuScenes,single,12926,1.026129
dtok8,nuScenes,single,13488,1.078796
dtok8,nuScenes,single,14050,0.998177
dtok8,nuScenes,single,14612,0.944312
dtok8,nuScenes,single,15174,0.951487
dtok8,nuScenes,single,15736,0.893862
dtok8,nuScenes,single,16298,0.890067
dtok8,nuScenes,single,16860,0.878749
dtok8,nuScenes,single,17422,0.815897
dtok8,nuScenes,single,17984,0.778974
dtok8,nuScenes,single,18546,0.826141
dtok8,nuScenes,single,19108,0.861155
dtok8,nuScenes,single,19670,0.834090
dtok8,nuScenes,single,20232,0.843352
dtok8,nuScenes,single,20794,0.747166
dtok8,nuScenes,single,21356,0.804698
dtok8,nuScenes,single,21918,0.772835
dtok8,nuScenes,single,22480,0.758496
dtok8,nuScenes,single,23042,0.756771
dtok8,nuScenes,single,23604,0.752662
dtok8,nuScenes,single,24166,0.754496
dtok8,nuScenes,single,24728,0.742233
dtok8,nuScenes,single,25290,0.747633
dtok8,nuScenes,single,25852,0.700391
dtok8,nuScenes,single,26414,0.818497
dtok8,nuScenes,single,26976,0.767704
dtok8,nuScenes,single,27538,0.783837
dtok8,nuScenes,single,28100,0.745549
dtok8,nuScenes,single,28662,0.734363
dtok8,nuScenes,single,29224,0.765973
dtok8,nuScenes,single,29786,0.660273
dtok8,nuScenes,single,30348,0.706323
dtok8,nuScenes,single,30910,0.732123
dtok8,nuScenes,single,31472,0.776753
dtok8,nuScenes,single,32034,0.700295
dtok8,nuScenes,single,32596,0.718249
dtok8,nuScenes,single,33158,0.706410
dtok8,nuScenes,single,33720,0.693381
dtok8,nuScenes,single,34282,0.728086
dtok8,nuScenes,single,34844,0.711886
dtok8,nuScenes,single,35406,0.707098
dtok8,nuScenes,single,35968,0.660613
dtok8,nuScenes,single,36530,0.711628
dtok8,nuScenes,single,37092,0.708013
dtok8,nuScenes,single,37654,0.715995
dtok8,nuScenes,single,38216,0.658123
dtok8,nuScenes,single,38778,0.671211
dtok8,nuScenes,single,39340,0.625388
dtok8,nuScenes,single,39902,0.647343
dtok8,nuScenes,single,40464,0.648609
dtok8,nuScenes,single,41026,0.661765
dtok8,nuScenes,single,41588,0.655079
dtok8,nuScenes,single,42150,0.609668
dtok8,nuScenes,single,42712,0.683235
dtok8,nuScenes,single,43274,0.670224
dtok8,nuScenes,single,43836,0.646712
dtok8,nuScenes,single,44398,0.686283
dtok8,nuScenes,single,44960,0.663981
dtok8,nuScenes,single,45522,0.678446
dtok8,nuScenes,single,46084,0.668524
dtok8,nuScenes,single,46646,0.649583
dtok8,nuScenes,single,47208,0.645837
dtok8,nuScenes,single,47770,0.634140
dtok8,nuScenes,single,48332,0.656496
dtok8,nuScenes,single,48894,0.631288
dtok8,nuScenes,single,49456,0.669326
dtok8,nuScenes,single,50018,0.635424
dtok8,nuScenes,single,50580,0.666573
dtok8,nuScenes,single,51142,0.670891
dtok8,nuScenes,single,51704,0.622156
dtok8,nuScenes,single,52266,0.633467
dtok8,nuScenes,single,52828,0.646771
dtok8,nuScenes,single,53390,0.604357
dtok8,nuScenes,single,53952,0.607332
dtok8,nuScenes,single,54514,0.609504
dtok8,nuScenes,single,55076,0.599637
dtok8,nuScenes,single,55638,0.617302
dtok8,nuScenes,single,56200,0.641002
dtok8,nuScenes,single,56762,0.622847
dtok8,nuScenes,AR,562,9.728241
dtok8,nuScenes,AR,1124,10.690894
dtok8,nuScenes,AR,1686,9.136870
dtok8,nuScenes,AR,2248,7.325390
dtok8,nuScenes,AR,2810,7.273023
dtok8,nuScenes,AR,3372,6.751633
dtok8,nuScenes,AR,3934,4.764091
dtok8,nuScenes,AR,4496,3.985974
dtok8,nuScenes,AR,5058,3.278386
dtok8,nuScenes,AR,5620,2.631085
dtok8,nuScenes,AR,6182,2.560681
dtok8,nuScenes,AR,6744,2.121837
dtok8,nuScenes,AR,7306,2.152895
dtok8,nuScenes,AR,7868,1.814687
dtok8,nuScenes,AR,8430,2.108381
dtok8,nuScenes,AR,8992,1.995019
dtok8,nuScenes,AR,9554,1.520610
dtok8,nuScenes,AR,10116,1.617821
dtok8,nuScenes,AR,10678,1.437984
dtok8,nuScenes,AR,11240,1.512823
dtok8,nuScenes,AR,11802,1.255016
dtok8,nuScenes,AR,12364,1.105625
dtok8,nuScenes,AR,12926,1.142186
dtok8,nuScenes,AR,13488,1.271587
dtok8,nuScenes,AR,14050,1.135553
dtok8,nuScenes,AR,14612,1.093095
dtok8,nuScenes,AR,15174,1.114746
dtok8,nuScenes,AR,15736,1.010077
dtok8,nuScenes,AR,16298,0.998084
dtok8,nuScenes,AR,16860,1.014054
dtok8,nuScenes,AR,17422,0.930813
dtok8,nuScenes,AR,17984,0.881360
dtok8,nuScenes,AR,18546,0.943590
dtok8,nuScenes,AR,19108,0.959176
dtok8,nuScenes,AR,19670,0.941470
dtok8,nuScenes,AR,20232,0.939604
dtok8,nuScenes,AR,20794,0.836666
dtok8,nuScenes,AR,21356,0.903841
dtok8,nuScenes,AR,21918,0.876501
dtok8,nuScenes,AR,22480,0.842912
dtok8,nuScenes,AR,23042,0.876014
dtok8,nuScenes,AR,23604,0.850206
dtok8,nuScenes,AR,24166,0.830908
dtok8,nuScenes,AR,24728,0.826939
dtok8,nuScenes,AR,25290,0.847937
dtok8,nuScenes,AR,25852,0.784934
dtok8,nuScenes,AR,26414,0.921554
dtok8,nuScenes,AR,26976,0.884355
dtok8,nuScenes,AR,27538,0.880698
dtok8,nuScenes,AR,28100,0.868819
dtok8,nuScenes,AR,28662,0.857711
dtok8,nuScenes,AR,29224,0.862187
dtok8,nuScenes,AR,29786,0.734300
dtok8,nuScenes,AR,30348,0.794620
dtok8,nuScenes,AR,30910,0.852205
dtok8,nuScenes,AR,31472,0.893802
dtok8,nuScenes,AR,32034,0.788798
dtok8,nuScenes,AR,32596,0.836419
dtok8,nuScenes,AR,33158,0.797265
dtok8,nuScenes,AR,33720,0.781346
dtok8,nuScenes,AR,34282,0.841656
dtok8,nuScenes,AR,34844,0.789988
dtok8,nuScenes,AR,35406,0.792329
dtok8,nuScenes,AR,35968,0.753628
dtok8,nuScenes,AR,36530,0.804318
dtok8,nuScenes,AR,37092,0.814497
dtok8,nuScenes,AR,37654,0.831364
dtok8,nuScenes,AR,38216,0.749030
dtok8,nuScenes,AR,38778,0.760988
dtok8,nuScenes,AR,39340,0.696734
dtok8,nuScenes,AR,39902,0.727720
dtok8,nuScenes,AR,40464,0.728535
dtok8,nuScenes,AR,41026,0.741207
dtok8,nuScenes,AR,41588,0.727975
dtok8,nuScenes,AR,42150,0.669886
dtok8,nuScenes,AR,42712,0.755376
dtok8,nuScenes,AR,43274,0.734845
dtok8,nuScenes,AR,43836,0.706244
dtok8,nuScenes,AR,44398,0.759432
dtok8,nuScenes,AR,44960,0.734046
dtok8,nuScenes,AR,45522,0.755384
dtok8,nuScenes,AR,46084,0.743062
dtok8,nuScenes,AR,46646,0.707497
dtok8,nuScenes,AR,47208,0.693897
dtok8,nuScenes,AR,47770,0.680480
dtok8,nuScenes,AR,48332,0.727054
dtok8,nuScenes,AR,48894,0.728147
dtok8,nuScenes,AR,49456,0.743472
dtok8,nuScenes,AR,50018,0.690842
dtok8,nuScenes,AR,50580,0.737848
dtok8,nuScenes,AR,51142,0.756003
dtok8,nuScenes,AR,51704,0.671452
dtok8,nuScenes,AR,52266,0.694328
dtok8,nuScenes,AR,52828,0.712763
dtok8,nuScenes,AR,53390,0.658933
dtok8,nuScenes,AR,53952,0.661446
dtok8,nuScenes,AR,54514,0.659329
dtok8,nuScenes,AR,55076,0.661235
dtok8,nuScenes,AR,55638,0.696652
dtok8,nuScenes,AR,56200,0.697944
dtok8,nuScenes,AR,56762,0.679541
fixedBug,KITTI,single,562,29.382498
fixedBug,KITTI,single,1124,12.817399
fixedBug,KITTI,single,1686,26.427471
fixedBug,KITTI,single,2248,22.524527
fixedBug,KITTI,single,2810,20.895229
fixedBug,KITTI,single,3372,15.727957
fixedBug,KITTI,single,3934,15.017669
fixedBug,KITTI,single,4496,16.345303
fixedBug,KITTI,single,5058,13.915858
fixedBug,KITTI,single,5620,11.654180
fixedBug,KITTI,single,6182,10.453733
fixedBug,KITTI,single,6744,9.881097
fixedBug,KITTI,single,7306,9.070820
fixedBug,KITTI,single,7868,8.683935
fixedBug,KITTI,single,8430,6.525723
fixedBug,KITTI,single,8992,6.708417
fixedBug,KITTI,single,9554,5.998703
fixedBug,KITTI,single,10116,6.443104
fixedBug,KITTI,single,10678,5.971141
fixedBug,KITTI,single,11240,5.378607
fixedBug,KITTI,single,11802,5.925967
fixedBug,KITTI,single,12364,5.472671
fixedBug,KITTI,single,12926,5.037173
fixedBug,KITTI,single,13488,4.394915
fixedBug,KITTI,single,14050,5.042525
fixedBug,KITTI,single,14612,4.388494
fixedBug,KITTI,single,15174,4.251334
fixedBug,KITTI,single,15736,4.239507
fixedBug,KITTI,single,16298,4.070450
fixedBug,KITTI,single,16860,3.883887
fixedBug,KITTI,single,17422,4.019061
fixedBug,KITTI,single,17984,4.076492
fixedBug,KITTI,single,18546,3.862950
fixedBug,KITTI,single,19108,4.057670
fixedBug,KITTI,single,19670,3.955347
fixedBug,KITTI,single,20232,3.695507
fixedBug,KITTI,single,20794,3.846166
fixedBug,KITTI,single,21356,3.342231
fixedBug,KITTI,single,21918,3.885080
fixedBug,KITTI,single,22480,3.492400
fixedBug,KITTI,single,23042,3.791604
fixedBug,KITTI,single,23604,3.408548
fixedBug,KITTI,single,24166,3.328103
fixedBug,KITTI,single,24728,3.343433
fixedBug,KITTI,single,25290,3.370689
fixedBug,KITTI,single,25852,3.363473
fixedBug,KITTI,single,26414,3.328370
fixedBug,KITTI,single,26976,3.411502
fixedBug,KITTI,single,27538,3.811095
fixedBug,KITTI,single,28100,3.499794
fixedBug,KITTI,single,28662,3.667222
fixedBug,KITTI,single,29224,3.418703
fixedBug,KITTI,single,29786,3.168005
fixedBug,KITTI,single,30348,3.240582
fixedBug,KITTI,single,30910,3.166789
fixedBug,KITTI,single,31472,3.132808
fixedBug,KITTI,single,32034,3.156016
fixedBug,KITTI,single,32596,3.155054
fixedBug,KITTI,single,33158,3.050971
fixedBug,KITTI,single,33720,3.172454
fixedBug,KITTI,single,34282,2.752777
fixedBug,KITTI,single,34844,2.963835
fixedBug,KITTI,single,35406,3.047152
fixedBug,KITTI,single,35968,3.141759
fixedBug,KITTI,single,36530,3.055594
fixedBug,KITTI,single,37092,3.022957
fixedBug,KITTI,single,37654,2.983932
fixedBug,KITTI,single,38216,2.967582
fixedBug,KITTI,single,38778,2.875621
fixedBug,KITTI,single,39340,2.893989
fixedBug,KITTI,single,39902,2.906913
fixedBug,KITTI,single,40464,2.860839
fixedBug,KITTI,single,41026,2.714864
fixedBug,KITTI,single,41588,2.779805
fixedBug,KITTI,single,42150,2.743242
fixedBug,KITTI,single,42712,2.901400
fixedBug,KITTI,single,43274,2.902113
fixedBug,KITTI,single,43836,2.617964
fixedBug,KITTI,single,44398,2.747947
fixedBug,KITTI,single,44960,2.889036
fixedBug,KITTI,single,45522,2.895274
fixedBug,KITTI,single,46084,2.868756
fixedBug,KITTI,single,46646,2.849695
fixedBug,KITTI,single,47208,2.642452
fixedBug,KITTI,single,47770,2.787734
fixedBug,KITTI,single,48332,2.606400
fixedBug,KITTI,single,48894,2.916673
fixedBug,KITTI,single,49456,2.631576
fixedBug,KITTI,single,50018,2.613402
fixedBug,KITTI,single,50580,2.692640
fixedBug,KITTI,single,51142,2.588828
fixedBug,KITTI,single,51704,2.514737
fixedBug,KITTI,single,52266,2.777439
fixedBug,KITTI,single,52828,2.859459
fixedBug,KITTI,single,53390,2.668467
fixedBug,KITTI,single,53952,2.703471
fixedBug,KITTI,single,54514,2.672559
fixedBug,KITTI,single,55076,2.660691
fixedBug,KITTI,single,55638,2.625522
fixedBug,KITTI,single,56200,2.657940
fixedBug,KITTI,AR,562,35.605339
fixedBug,KITTI,AR,1124,30.303982
fixedBug,KITTI,AR,1686,33.811069
fixedBug,KITTI,AR,2248,34.158596
fixedBug,KITTI,AR,2810,36.201572
fixedBug,KITTI,AR,3372,29.538723
fixedBug,KITTI,AR,3934,27.533333
fixedBug,KITTI,AR,4496,29.166588
fixedBug,KITTI,AR,5058,24.352863
fixedBug,KITTI,AR,5620,19.566948
fixedBug,KITTI,AR,6182,17.966562
fixedBug,KITTI,AR,6744,16.160458
fixedBug,KITTI,AR,7306,15.004731
fixedBug,KITTI,AR,7868,14.692744
fixedBug,KITTI,AR,8430,9.878080
fixedBug,KITTI,AR,8992,10.476120
fixedBug,KITTI,AR,9554,8.884874
fixedBug,KITTI,AR,10116,9.226480
