run,dataset,metric,step,pointmap_loss
fixedBug,KITTI,AR,10678,8.672070
fixedBug,KITTI,AR,11240,7.316500
fixedBug,KITTI,AR,11802,9.140680
fixedBug,KITTI,AR,12364,8.473690
fixedBug,KITTI,AR,12926,6.957161
fixedBug,KITTI,AR,13488,6.104009
fixedBug,KITTI,AR,14050,7.001370
fixedBug,KITTI,AR,14612,6.309339
fixedBug,KITTI,AR,15174,5.625062
fixedBug,KITTI,AR,15736,5.953296
fixedBug,KITTI,AR,16298,5.534664
fixedBug,KITTI,AR,16860,5.577116
fixedBug,KITTI,AR,17422,5.729454
fixedBug,KITTI,AR,17984,5.488234
fixedBug,KITTI,AR,18546,5.195037
fixedBug,KITTI,AR,19108,5.495471
fixedBug,KITTI,AR,19670,5.566545
fixedBug,KITTI,AR,20232,5.104201
fixedBug,KITTI,AR,20794,5.339869
fixedBug,KITTI,AR,21356,4.734588
fixedBug,KITTI,AR,21918,5.145726
fixedBug,KITTI,AR,22480,4.683334
fixedBug,KITTI,AR,23042,4.663259
fixedBug,KITTI,AR,23604,4.907521
fixedBug,KITTI,AR,24166,4.459147
fixedBug,KITTI,AR,24728,4.437078
fixedBug,KITTI,AR,25290,4.527159
fixedBug,KITTI,AR,25852,4.713463
fixedBug,KITTI,AR,26414,4.466996
fixedBug,KITTI,AR,26976,4.745204
fixedBug,KITTI,AR,27538,5.158834
fixedBug,KITTI,AR,28100,4.471152
fixedBug,KITTI,AR,28662,4.992149
fixedBug,KITTI,AR,29224,4.674641
fixedBug,KITTI,AR,29786,4.393096
fixedBug,KITTI,AR,30348,4.538046
fixedBug,KITTI,AR,30910,4.270922
fixedBug,KITTI,AR,31472,4.339254
fixedBug,KITTI,AR,32034,4.480028
fixedBug,KITTI,AR,32596,4.365435
fixedBug,KITTI,AR,33158,4.457090
fixedBug,KITTI,AR,33720,4.346173
fixedBug,KITTI,AR,34282,3.959116
fixedBug,KITTI,AR,34844,4.068372
fixedBug,KITTI,AR,35406,4.153557
fixedBug,KITTI,AR,35968,4.268137
fixedBug,KITTI,AR,36530,4.416141
fixedBug,KITTI,AR,37092,4.134490
fixedBug,KITTI,AR,37654,4.143803
fixedBug,KITTI,AR,38216,4.391433
fixedBug,KITTI,AR,38778,3.857025
fixedBug,KITTI,AR,39340,3.839756
fixedBug,KITTI,AR,39902,4.112989
fixedBug,KITTI,AR,40464,3.920553
fixedBug,KITTI,AR,41026,3.882146
fixedBug,KITTI,AR,41588,3.928225
fixedBug,KITTI,AR,42150,3.955850
fixedBug,KITTI,AR,42712,3.905583
fixedBug,KITTI,AR,43274,4.157943
fixedBug,KITTI,AR,43836,3.687438
fixedBug,KITTI,AR,44398,4.035816
fixedBug,KITTI,AR,44960,3.872234
fixedBug,KITTI,AR,45522,3.966031
fixedBug,KITTI,AR,46084,3.725633
fixedBug,KITTI,AR,46646,4.057641
fixedBug,KITTI,AR,47208,3.468800
fixedBug,KITTI,AR,47770,3.914828
fixedBug,KITTI,AR,48332,3.441121
fixedBug,KITTI,AR,48894,4.079536
fixedBug,KITTI,AR,49456,3.594542
fixedBug,KITTI,AR,50018,3.480464
fixedBug,KITTI,AR,50580,3.670579
fixedBug,KITTI,AR,51142,3.602234
fixedBug,KITTI,AR,51704,3.339996
fixedBug,KITTI,AR,52266,3.663278
fixedBug,KITTI,AR,52828,3.955535
fixedBug,KITTI,AR,53390,3.743731
fixedBug,KITTI,AR,53952,3.601825
fixedBug,KITTI,AR,54514,3.895919
fixedBug,KITTI,AR,55076,3.607989
fixedBug,KITTI,AR,55638,3.780133
fixedBug,KITTI,AR,56200,3.555530
fixedBug,nuScenes,single,562,5.555149
fixedBug,nuScenes,single,1124,6.328189
fixedBug,nuScenes,single,1686,5.814974
fixedBug,nuScenes,single,2248,4.968183
fixedBug,nuScenes,single,2810,4.614894
fixedBug,nuScenes,single,3372,4.148965
fixedBug,nuScenes,single,3934,4.113651
fixedBug,nuScenes,single,4496,4.087345
fixedBug,nuScenes,single,5058,3.901155
fixedBug,nuScenes,single,5620,3.569350
fixedBug,nuScenes,single,6182,3.692843
fixedBug,nuScenes,single,6744,3.598447
fixedBug,nuScenes,single,7306,3.382422
fixedBug,nuScenes,single,7868,3.168633
fixedBug,nuScenes,single,8430,3.132376
fixedBug,nuScenes,single,8992,3.050599
fixedBug,nuScenes,single,9554,3.013100
fixedBug,nuScenes,single,10116,2.932846
fixedBug,nuScenes,single,10678,2.977517
fixedBug,nuScenes,single,11240,2.893164
fixedBug,nuScenes,single,11802,2.935214
fixedBug,nuScenes,single,12364,3.236401
fixedBug,nuScenes,single,12926,2.802136
fixedBug,nuScenes,single,13488,2.615537
fixedBug,nuScenes,single,14050,2.776820
fixedBug,nuScenes,single,14612,2.596965
fixedBug,nuScenes,single,15174,2.626945
fixedBug,nuScenes,single,15736,2.601911
fixedBug,nuScenes,single,16298,2.665729
fixedBug,nuScenes,single,16860,2.813552
fixedBug,nuScenes,single,17422,2.910511
fixedBug,nuScenes,single,17984,2.573756
fixedBug,nuScenes,single,18546,2.649786
fixedBug,nuScenes,single,19108,2.604985
fixedBug,nuScenes,single,19670,2.592097
fixedBug,nuScenes,single,20232,2.609734
fixedBug,nuScenes,single,20794,2.733154
fixedBug,nuScenes,single,21356,2.429155
fixedBug,nuScenes,single,21918,2.541265
fixedBug,nuScenes,single,22480,2.568414
fixedBug,nuScenes,single,23042,2.559247
fixedBug,nuScenes,single,23604,2.638000
fixedBug,nuScenes,single,24166,2.464144
fixedBug,nuScenes,single,24728,2.432621
fixedBug,nuScenes,single,25290,2.417148
fixedBug,nuScenes,single,25852,2.705574
fixedBug,nuScenes,single,26414,2.431541
fixedBug,nuScenes,single,26976,2.368794
fixedBug,nuScenes,single,27538,2.374718
fixedBug,nuScenes,single,28100,2.467626
fixedBug,nuScenes,single,28662,2.377269
fixedBug,nuScenes,single,29224,2.476216
fixedBug,nuScenes,single,29786,2.424777
fixedBug,nuScenes,single,30348,2.466804
fixedBug,nuScenes,single,30910,2.253882
fixedBug,nuScenes,single,31472,2.300145
fixedBug,nuScenes,single,32034,2.250353
fixedBug,nuScenes,single,32596,2.246705
fixedBug,nuScenes,single,33158,2.181575
fixedBug,nuScenes,single,33720,2.404855
fixedBug,nuScenes,single,34282,2.297729
fixedBug,nuScenes,single,34844,2.317792
fixedBug,nuScenes,single,35406,2.112782
fixedBug,nuScenes,single,35968,2.291880
fixedBug,nuScenes,single,36530,2.127840
fixedBug,nuScenes,single,37092,2.234805
fixedBug,nuScenes,single,37654,2.110257
fixedBug,nuScenes,single,38216,2.190984
fixedBug,nuScenes,single,38778,2.240211
fixedBug,nuScenes,single,39340,2.094139
fixedBug,nuScenes,single,39902,2.328660
fixedBug,nuScenes,single,40464,2.061678
fixedBug,nuScenes,single,41026,2.134793
fixedBug,nuScenes,single,41588,2.217326
fixedBug,nuScenes,single,42150,2.185358
fixedBug,nuScenes,single,42712,2.073882
fixedBug,nuScenes,single,43274,2.223708
fixedBug,nuScenes,single,43836,2.215608
fixedBug,nuScenes,single,44398,2.239774
fixedBug,nuScenes,single,44960,2.049007
fixedBug,nuScenes,single,45522,2.085296
fixedBug,nuScenes,single,46084,2.155196
fixedBug,nuScenes,single,46646,2.140384
fixedBug,nuScenes,single,47208,2.112961
fixedBug,nuScenes,single,47770,2.217783
fixedBug,nuScenes,single,48332,2.169371
fixedBug,nuScenes,single,48894,2.121581
fixedBug,nuScenes,single,49456,2.094073
fixedBug,nuScenes,single,50018,2.118644
fixedBug,nuScenes,single,50580,2.067224
fixedBug,nuScenes,single,51142,2.192769
fixedBug,nuScenes,single,51704,2.057098
fixedBug,nuScenes,single,52266,2.197272
fixedBug,nuScenes,single,52828,2.123328
fixedBug,nuScenes,single,53390,2.040595
fixedBug,nuScenes,single,53952,1.963728
fixedBug,nuScenes,single,54514,1.959122
fixedBug,nuScenes,single,55076,2.105832
fixedBug,nuScenes,single,55638,1.995950
fixedBug,nuScenes,single,56200,2.049130
fixedBug,nuScenes,AR,562,10.175374
fixedBug,nuScenes,AR,1124,10.385813
fixedBug,nuScenes,AR,1686,9.063146
fixedBug,nuScenes,AR,2248,8.323568
fixedBug,nuScenes,AR,2810,7.193205
fixedBug,nuScenes,AR,3372,6.537758
fixedBug,nuScenes,AR,3934,5.992393
fixedBug,nuScenes,AR,4496,5.802475
fixedBug,nuScenes,AR,5058,5.396787
fixedBug,nuScenes,AR,5620,4.714606
fixedBug,nuScenes,AR,6182,4.792388
fixedBug,nuScenes,AR,6744,4.711434
fixedBug,nuScenes,AR,7306,4.370522
fixedBug,nuScenes,AR,7868,4.123970
fixedBug,nuScenes,AR,8430,3.970612
fixedBug,nuScenes,AR,8992,3.856788
fixedBug,nuScenes,AR,9554,3.795915
fixedBug,nuScenes,AR,10116,3.746814
fixedBug,nuScenes,AR,10678,3.793292
fixedBug,nuScenes,AR,11240,3.572997
fixedBug,nuScenes,AR,11802,3.582649
fixedBug,nuScenes,AR,12364,4.168949
fixedBug,nuScenes,AR,12926,3.447429
fixedBug,nuScenes,AR,13488,3.260330
fixedBug,nuScenes,AR,14050,3.514478
fixedBug,nuScenes,AR,14612,3.307399
fixedBug,nuScenes,AR,15174,3.300011
fixedBug,nuScenes,AR,15736,3.292459
fixedBug,nuScenes,AR,16298,3.361742
fixedBug,nuScenes,AR,16860,3.508335
fixedBug,nuScenes,AR,17422,3.720832
fixedBug,nuScenes,AR,17984,3.212243
fixedBug,nuScenes,AR,18546,3.361408
fixedBug,nuScenes,AR,19108,3.301569
fixedBug,nuScenes,AR,19670,3.315782
fixedBug,nuScenes,AR,20232,3.232206
fixedBug,nuScenes,AR,20794,3.560065
fixedBug,nuScenes,AR,21356,3.119628
fixedBug,nuScenes,AR,21918,3.416602
fixedBug,nuScenes,AR,22480,3.047005
fixedBug,nuScenes,AR,23042,3.332764
fixedBug,nuScenes,AR,23604,3.507722
fixedBug,nuScenes,AR,24166,2.969031
fixedBug,nuScenes,AR,24728,3.033680
fixedBug,nuScenes,AR,25290,3.020944
fixedBug,nuScenes,AR,25852,3.333909
fixedBug,nuScenes,AR,26414,3.169057
fixedBug,nuScenes,AR,26976,3.044107
fixedBug,nuScenes,AR,27538,3.076158
fixedBug,nuScenes,AR,28100,3.101523
fixedBug,nuScenes,AR,28662,3.015776
fixedBug,nuScenes,AR,29224,3.073486
fixedBug,nuScenes,AR,29786,2.947566
fixedBug,nuScenes,AR,30348,3.083107
fixedBug,nuScenes,AR,30910,2.834721
fixedBug,nuScenes,AR,31472,2.860726
fixedBug,nuScenes,AR,32034,2.826751
fixedBug,nuScenes,AR,32596,2.798182
fixedBug,nuScenes,AR,33158,2.764893
fixedBug,nuScenes,AR,33720,3.038824
fixedBug,nuScenes,AR,34282,2.914636
fixedBug,nuScenes,AR,34844,3.124187
fixedBug,nuScenes,AR,35406,2.675137
fixedBug,nuScenes,AR,35968,2.743307
fixedBug,nuScenes,AR,36530,2.660012
fixedBug,nuScenes,AR,37092,2.827154
fixedBug,nuScenes,AR,37654,2.647334
fixedBug,nuScenes,AR,38216,2.659211
fixedBug,nuScenes,AR,38778,2.741740
fixedBug,nuScenes,AR,39340,2.690763
fixedBug,nuScenes,AR,39902,3.021758
fixedBug,nuScenes,AR,40464,2.662283
fixedBug,nuScenes,AR,41026,2.648072
fixedBug,nuScenes,AR,41588,2.758556
fixedBug,nuScenes,AR,42150,2.777931
fixedBug,nuScenes,AR,42712,2.620695
fixedBug,nuScenes,AR,43274,2.982189
fixedBug,nuScenes,AR,43836,2.742951
fixedBug,nuScenes,AR,44398,2.793198
fixedBug,nuScenes,AR,44960,2.480692
fixedBug,nuScenes,AR,45522,2.675642
fixedBug,nuScenes,AR,46084,2.773273
fixedBug,nuScenes,AR,46646,2.654492
fixedBug,nuScenes,AR,47208,2.542480
fixedBug,nuScenes,AR,47770,2.742764
fixedBug,nuScenes,AR,48332,2.982769
fixedBug,nuScenes,AR,48894,2.755153
fixedBug,nuScenes,AR,49456,2.685104
fixedBug,nuScenes,AR,50018,2.759069
fixedBug,nuScenes,AR,50580,2.545999
fixedBug,nuScenes,AR,51142,3.018969
fixedBug,nuScenes,AR,51704,2.628189
fixedBug,nuScenes,AR,52266,2.865064
fixedBug,nuScenes,AR,52828,2.694428
fixedBug,nuScenes,AR,53390,2.627212
fixedBug,nuScenes,AR,53952,2.604466
fixedBug,nuScenes,AR,54514,2.559447
fixedBug,nuScenes,AR,55076,2.736943
fixedBug,nuScenes,AR,55638,2.638414
fixedBug,nuScenes,AR,56200,2.688107
